"","IdePoAvfu1","IdePoAvse1","Respperzipav1","Zipperdistav1"
"1",0.0199901300248377,0.620548522011583,1820.2,69.98
"2",0.0239883883746801,0.623031922824062,1820.2,69.98
"3",0.0236375488535331,0.625615126073993,1820.2,69.98
"4",0.0238303073028405,0.625673433444547,1820.2,69.98
"5",0.0582021439479989,0.625208663751744,1820.2,69.98
"6",0.0209736008690339,0.618739531806304,1820.2,69.98
"7",-0.0226464137522402,0.623784378758307,1820.2,69.98
"8",0.0237766823072944,0.625672374589208,1820.2,69.98
"9",0.00921805763098644,0.627204777668774,1820.2,69.98
"10",0.0292367097094069,0.624463894704964,1820.2,69.98
"11",0.0233851588173573,0.625568684327624,1820.2,69.98
"12",0.0196793398815428,0.620409636441488,1820.2,69.98
"13",0.0231807631193835,0.623134910247493,1820.2,69.98
"14",0.0202436100989742,0.624971308036646,1820.2,69.98
"15",0.0580882964194253,0.625195460009627,1820.2,69.98
"16",0.0212511506331972,0.618716386693125,1820.2,69.98
"17",0.0582655350812551,0.625412834706417,1820.2,69.98
"18",0.0213134905643983,0.618666388218477,1820.2,69.98
"19",0.0217689091556539,0.618779042692544,1820.2,69.98
"20",-0.0119554087995686,0.622007430559779,1820.2,69.98
"21",0.0198788882677815,0.620420795869641,1820.2,69.98
